cas_actor1,cas_actor2,cas_actor3,cas_actor4,cas_actor5,cas_actor6,cas_actor7,cas_actor8,cas_actor9,cas_actor10,crew_Director,id
Yılmaz Güney,Nebahat Cehre,Hayati Hamzaoğlu,Nihat Ziyalan,Ahmet Danyal Topatan,,,,,,Yılmaz Güney,126560
Elvira Diamanti,Admir Sorra,Xhevdet Ferri,Robert Ndrenika,Mimika Luca,Mira Minga,Zef Mosi,Hajrie Rondo,Xhemil Tagani,,Dhimitër Anagnosti,276123
Norma Bengell,Odete Lara,Gabriele Tinti,Mário Benvenutti,,,,,,,Walter Hugo Khouri,195450
,,,,,,,,,,William Beaudine,3149
,,,,,,,,,,Erik Matti,190754
James Powell,,,,,,,,,,,41443
Amy Pietz,Eric Lutes,Hunter Allan,Lea Thompson,Wendie Malick,,,,,,Andrew Lauer,45725
,,,,,,,,,,Sandy Tung,49162
,,,,,,,,,,William Sterling,34461
,,,,,,,,,,Kris Pearn,109451
,,,,,,,,,,Tony Giglio,218381
,,,,,,,,,,Ahmad Abdalla,81435
,,,,,,,,,,Reema Kagti,86004
Carolyn Brandt,Ron Haydock,Jason Wayne,Laurel Spring,John Bates,Steve Edwards,Linda Steckler,Laura Steckler,Peanuts the Pony,,Ray Dennis Steckler,78250
Jean-Paul Rouve,Sophie Quinton,Olivier Rabourdin,Guillaume Gouix,Arsinée Khanjian,Joséphine de Meaux,Eric Ruf,Lyes Salem,Antoine Chappey,Robin Causse,Gérald Hustache-Mathieu,53776
Brooke Adams,Griffin Dunne,Karen Young,Marty Watt,Dana Delany,Christine Easterbrook,Josh Mostel,Spalding Gray,Suzan Hughes,,Adam Brooks,253120
,,,,,,,,,,Chris Fisher,10598
Greta Gerwig,Olly Alexander,Eléonore Hendricks,Amy Seimetz,Adam Rothenberg,,,,,,Alison Bagnall,81626
Kumail Nanjiani,,,,,,,,,,Marcus Raboy,208968
Hashizo Okawa,Satomi Oka,Rentarô Mikuni,Ryutaro Otomo,,,,,,,Nagisa Ōshima,100461
Leah Gibson,Daryl Hannah,,,,,,,,,Michael Bafaro,14143
,,,,,,,,,,Paul Greengrass,109424
,,,,,,,,,,Michael Kloft,97397
,,,,,,,,,,Glenn A. Jordan,4479
,,,,,,,,,,John Huddles,198287
,,,,,,,,,,Satoshi Miki,210708
John Pilger,,,,,,,,,,,175953
John Pilger,,,,,,,,,,Sean Crotty,113364
Martina Gedeck,Ulrike Beimpold,Karlheinz Hackl,Wolfgang Maria Bauer,Julia Gschnitzer,Hans-Michael Rehberg,,,,,Julian Pölsler,115442
,,,,,,,,,,James Goldstone,62996
,,,,,,,,,,Marta Cunningham,159015
Ernest Borgnine,Dom DeLuise,Sheena Easton,Taylor Emerson,Bebe Neuwirth,Charles Nelson Reilly,Steven Weber,,,,Gary Selvaggio,51985
Ernest Borgnine,Piper Laurie,Anne Meara,Doris Roberts,Richard Schiff,Cybill Shepherd,Sunkrish Bala,Amber Benson,Clay Bravo,Cameron Monaghan,Greg Swartz,134472
Jussi Vatanen,Lotta Kaihua,Joonas Saartamo,Eero Ritala,Samuli Niittymäki,Janne Ravi,Antti Väre,Ville Tiihonen,Eija Ahvo,Markus Turunen,Teppo Airaksinen,90645
Josh Stewart,Jamie Lynn Sigler,Chris Browning,Angela Featherstone,,,,,,,Chad Feehan,49004
Kerris Dorsey,Jade Pettyjohn,Ysa Penarejo,Kally Berard,George Chiang,Will Woytowich,,,,,Vince Marcello,119893
,,,,,,,,,,Gordon Douglas,197926
,,,,,,,,,,Russell Appling,56997
Anthony Quinn,Sophia Loren,Henri Vidal,Irene Papas,Ettore Manni,,,,,,Pietro Francisci,56290
Jamie McShane,Spencer Redford,Sebastian Feldman,Hayes MacArthur,Nichelle Hines,Ben Weber,Jackie Geary,Bailee Madison,,,Adam Rifkin,17025
Sam Elliott,Timothy Hutton,James Cromwell,William Hope,,,,,,,Robert Markowitz,47369
,,,,,,,,,,Nick Lyon,75735
Virginia Madsen,Richard Cox,Kay E. Kuter,James Wilder,Sherilyn Fenn,Paul Feig,Scott Coffey,Clare Carey,Susan Barnes,,Ron Link,55539
,,,,,,,,,,Steven Fierberg,128917
,,,,,,,,,,Robert Rodriguez,106747
,,,,,,,,,,Misha Votruba,99279
,,,,,,,,,,Jon S. Baird,85889
Merja Alanen,Markku Annila,Risto Jarva,Heikki Hämäläinen,,,,,,,Risto Jarva,293109
,,,,,,,,,,Carlo Carlei,91745
Abhishek Bachchan,Priyanka Chopra,Jaya Bachchan,Ali Haji,Kay Kay Menon,Conan Stevens,,,,,Goldie Behl,19623
,,,,,,,,,,Reginald Le Borg,38273
,,,,,,,,,,Dexter Fletcher,214100
,,,,,,,,,,James M. Hausler,10006
Lon Chaney Jr.,Evelyn Ankers,Elena Verdugo,Martin Kosleck,Tala Birell,Milburn Stone,Douglass Dumbrille,Arthur Hohl,,,Harold Young,64078
Judge Reinhold,Patricia Clarkson,Dan Hedaya,M. Emmet Walsh,Dennis Burkley,Fred Ward,,,,,Piers Haggard,273160
,,,,,,,,,,David E. Talbert,175528
Sam Eidson,Garrett Graham,Brock England,Anne Gee Byrd,Cyndi Williams,Brian Losoya,Vincent James Prendergast,Katie Folger,John Gholson,Dakin Matthews,Andrew Matthews,169642
Chang Chen,Gwei Lun-mei,Leon Dai,Chapman To,Jack Kao Kuo-Hsin,Peggy Tseng Pei-Yu,,,,,Chung Mong-Hong,8935
Ross Noble,Tommy Knight,Gemma-Leah Devereux,John McDonnell,,,,,,,Conor McMahon,115210
,,,,,,,,,,Mikael Håfström,107846
Lon Chaney Jr.,Anne Gwynne,Evelyn Ankers,Ralph Morgan,Elisabeth Risdon,Lois Collier,Harry Hayden,Elizabeth Russell,Phil Brown,Kay Harding,Reginald Le Borg,64076
,,,,,,,,,,Wong Jing,172782
,,,,,,,,,,Jason Todd Ipson,10085
,,,,,,,,,,Christian Vincent,139651
Fabrício Boliveira,Isis Valverde,Felipe Abib,Antonio Calloni,César Troncoso,Marcos Paulo,Cinara Leal,Léo Rosa,,,René Sampaio,195423
Richard Falkner,Scarlet Hemingway,Jonathan Brugh,,,,,,,,Dean Hewison,120587
Queen Latifah,Common,Paula Patton,James Pickens Jr.,Phylicia Rashād,Pam Grier,Laz Alonso,Mehcad Brooks,Michael Landes,Lindsay Michelle Nader,Sanaa Hamri,38093
Çetin Tekindor,Hümeyra,Zafer Algöz,Yiğit Özşener,Gökçe Bahadır,,,,,,Çağan Irmak,81708
,,,,,,,,,,Louis Malle,55370
Rolf Lassgård,Maria Lundqvist,Magnus Krepper,Sissela Kyle,,,,,,,Kjell-Åke Andersson,121317
,,,,,,,,,,Kimberly Peirce,133805
,,,,,,,,,,Robert Aldrich,86816
,,,,,,,,,,Bill Condon,162903
Sam Berns,,,,,,,,,,Sean Fine,159009
Jonah Falcon,Dan Savage,Brian Spitz,Annie Sprinkle,James Tracy,Patrick Moote,,,,,Brian Spitz,173495
Margaret Lockwood,James Mason,Barbara Mullen,Dennis Price,Helen Haye,Michael Shepley,Dulcie Gray,Ernest Thesiger,Henry B. Longhurst,,Bernard Knowles,29368
,,,,,,,,,,Ole Christian Madsen,74674
,,,,,,,,,,Ridley Scott,109091
,,,,,,,,,,Ed Hansen,56115
Robert Bradeen,Big John Brigham,,,,,,,,,Glen Coburn,82407
,,,,,,,,,,Joel M. Reed,34023
,,,,,,,,,,Mila Turajlic,81622
,,,,,,,,,,Teodoro Maniaci,154795
Robin Wright,Harvey Keitel,Jon Hamm,Paul Giamatti,Danny Huston,Kodi Smit-McPhee,Sami Gayle,Michael Stahl-David,Don McManus,Jörg Vincent Malotki,Ari Folman,152795
,,,,,,,,,,Bert I. Gordon,43115
,,,,,,,,,,Ashley Miller,113194
Shane McRae,Aubrey Dollar,Daniel J. Travanti,Janet Ulrich Brooks,Robert Belushi,Rebecca Spence,Heidi Johanningmeier,,,,John Burgess,166879
,,,,,,,,,,Roy Rowland,194516
,,,,,,,,,,Anne Goursaud,18167
,,,,,,,,,,Lew Landers,200390
,,,,,,,,,,Gus Holwerda,191502
Roy Abramsohn,Elena Schuber,Katelynn Rodriguez,Danielle Safady,Alison Lees-Taylor,Jack Dalton,Annet Mahendru,Lee Armstrong,,,Randy Moore,158752
,,,,,,,,,,Ishirô Honda,3160
,,,,,,,,,,Renzo Martens,58877
Misato Tanaka,Masatō Ibu,Shosuke Tanihara,Yuriko Hoshi,Toshiyuki Nagashima,Kouichi Yamadera,Tsutomu Kitagawa,Kôichi Ueda,Yuusaku Yara,,Masaaki Tezuka,39468
,,,,,,,,,,Jun Fukuda,39264
Scott Mechlowicz,Alona Tal,Yancey Arias,Greg Serano,,,,,,,Chris Peckover,74008
Joan Plowright,George Baker,Cherie Lunghi,Leigh Lawson,Aled Roberts,Florence Hoath,Gwyneth Powell,Camilla Belle,David Warner,,Michael Tuchner,29941
,,,,,,,,,,Francis D. Lyon,35911
Regina Linnanheimo,Eero Paganus,Assi Raine,Annie Mörk,Paavo Jännes,Lauri Korpela,,,,,Teuvo Tulio,291907
Megumi Kobayashi,Sayaka Yamaguchi,Aki Hano,Kazuki Futami,Kenjirô Nashimoto,Hitomi Takahashi,Hiroko Tanaka,,,,Okihiro Yoneda,36214
,,,,,,,,,,Dean Tschetter,27207
,,,,,,,,,,Vito Trabucco,120771
,,,,,,,,,,Norman J. Warren,30478
,,,,,,,,,,Richard Ayoade,146015
,,,,,,,,,,Kensho Yamashita,39466
,,,,,,,,,,Silver Tree,180688
,,,,,,,,,,Steve McQueen,76203
Aaron J. Wiederspahn,Buzz McLaughlin,Emily Seymour,Seth Chatfield,Morganna Ekkens,,,,,,Aaron J. Wiederspahn,171738
Lea Thompson,John Shea,Danielle Harris,Keri Lynn Pratt,Rainy Kerwin,Ira Heiden,Adrienne Rusk,,,,Jim Hemphill,91311
,,,,,,,,,,Jeremiah S. Chechik,209406
Vlad Ivanov,Luminița Gheorghiu,Bogdan Dumitrache,Florin Zamfirescu,Mimi Branescu,Tania Popa,Adrian Titieni,Ilinca Goia,,,Călin Peter Netzer,160118
Manolis Mavromatakis,Maria Zorba,Yorgos Gallos,Antonis Karistinos,,,,,,,Yorgos Tsemberopoulos,231038
,,,,,,,,,,John Krokidas,157370
Chuck Riley,Ed Dorris,Thomas Noguchi,Sirhan Sirhan,Wayne Henley,Ed Kemper,,,,,Sheldon Renan,95006
Naseeruddin Shah,Dimple Kapadia,Saif Ali Khan,Boman Irani,Simone Singh,Honey Chhaya,Manoj Pahwa,Delna Patel,Ravi Khote,,Homi Adajania,28868
Habbas Alijome,Abdolali Huseinali,Nikbakht Noruz,,,,,,,,Hana Makhmalbaf,61820
,,,,,,,,,,Katerina Kitidi,79378
,,,,,,,,,,Oskari Sipola,73099
Rodrigo de la Serna,Maite Lanata,Camila Sosa Villada,,,,,,,,Javier van de Couter,115173
,,,,,,,,,,Jack Witikka,468343
Hanni Lux,Judith Haspel,Anni Lampl,Elisheva Susz,Trude Hirschler,Greta Stanton,Nanne Selinger,Ann Marie Pisker,,,Yaron Zilberman,81538
Laura Birn,Peter Franzén,Pamela Tola,Jasper Pääkkönen,Jussi Vatanen,Mikko Neuvonen,Laura Munsterhjelm,Timo Lavikainen,Jani Toivola,Deogracias Masomi,Dome Karukoski,214217
,,,,,,,,,,Rosa von Praunheim,153196
,,,,,,,,,,N.C. Heikin,55651
,,,,,,,,,,Marty Weiss,19241
Bill Engvall,Jim R. Coleman,Billy Ray Cyrus,Mary Rachel Dudley,Jessica Blackmore,,,,,,C. B. Harding,15866
Alexander Aguila,Carson Aune,Adam Beesely,Maritza Brikisak,Glen Powell,,,,,,Jarret Tarnol,160897
Jean Reno,Lorànt Deutsch,Isabelle Carré,Claude Chabrol,Chantal Neuwirth,Bruno Podalydès,,,,,Jean-Christophe Dessaint,137193
,,,,,,,,,,Ishirô Honda,38221
,,,,,,,,,,Jerry A. Baerwitz,43015
,,,,,,,,,,Linda Bloodworth-Thomason,174366
,,,,,,,,,,Leonardo Ricagni,58631
,,,,,,,,,,Richard W. Haines,87302
,,,,,,,,,,Gregg Champion,58591
Grant Achatz,Cindy Breitbach,Mike Breitbach,Thomas Keller,,,,,,,Joseph Levy,214671
Robert Redford,,,,,,,,,,J.C. Chandor,152747
Lon Chaney Jr.,Brenda Joyce,J. Edward Bromberg,Rosalind Ivan,Clara Blandick,George Cleveland,Wilton Graff,Bernard Thomas,,,Wallace Fox,64077
Maho Nonami,Megumi Kobayashi,Sayaka Yamaguchi,Aki Hano,Hikari Mitsushima,Atsushi Okuno,Hajime Okayama,Mizuho Yoshida,Masahiro Noguchi,Misako Konno,Kunio Miyoshi,36212
Megumi Kobayashi,Misato Tate,Aki Hano,Atsushi Ônita,Tsutomu Kitagawa,Kôichi Ueda,Sayaka Yamaguchi,Shirô Namiki,,,Okihiro Yoneda,36247
Colin Firth,Emily Blunt,Anne Heche,David Andrews,Sterling Beaumon,Kristin Lehman,Nicole LaLiberte,Autumn Dial,Lucas Hedges,,Dante Ariola,127374
,,,,,,,,,,Daniel Petrie,103648
Jenna Fischer,Chris O'Donnell,Kim Coates,Lesley Ann Warren,Sara Kapner,Brooke Smith,Daniel Yelsky,Jay Klaitz,Rob Benedict,Zach Page,Michael J. Weithorn,65056
,,,,,,,,,,Jack Donohue,42716
Steve Guttenberg,Alan Arkin,Julie Hagerty,Bill Macy,Curtis Armstrong,Julie Kavner,,,,,Harvey Miller,78235
Brooke Shields,Martin Sheen,David Keith,Renée Estevez,Greg Latter,Norman Anstey,,,,,Duncan McLachlan,293412
,,,,,,,,,,John McNaughton,40221
Kari Wuhrer,Rae Dawn Chong,Lou Diamond Phillips,Lance Henriksen,Joel Bissonnette,Judith Scott,,,,,Penelope Buitenhuis,50441
Sergey Brin,Mike Fincke ,Renita Fincke,Helen Garriott,Owen Garriott ,Richard Garriott,Robert Garriott,,,,Mike Woolf,82627
,,,,,,,,,,Martin Witz,103195
,,,,,,,,,,Don Bluth,19594
,,,,,,,,,,Gavin Hood,80274
Kerwin Mathews,Nadia Gray,Donald Houston,Liliane Brousse,George Pastell,Arnold Diamond,Norman Bird,Justine Lord,Jerold Wells,Leon Peers,Michael Carreras,37342
Gary Busey,Kim Cattrall,Darlanne Fluegel,Jeff Griggs,Sharlene Martin,,,,,,Paul Ziller,62039
Sarah Jaffe,,,,,,,,,,Saschka Unseld,200481
Dana Voicu,Ionel Mihailescu,Paul Diaconescu,Ana Popescu,Ioan Ionescu,,,,,,Alexandru Maftei,88274
,,,,,,,,,,Kristina Borjesson,210624
Tom Hanks,Tim Allen,Kristen Schaal,Carl Weathers,Wallace Shawn,Timothy Dalton,Don Rickles,Emily Hahn,,,Angus MacLane,213121
,,,,,,,,,,Roy Del Ruth,174988
Evelyn Keyes,Keenan Wynn,Ann Miller,Allyn Joslyn,Tito Guízar,Felix Bressart,,,,,S. Sylvan Simon,256396
,,,,,,,,,,Ruairi Robinson,190847
Griffin O'Neal,Raúl Juliá,Teri Garr,Joan Hackett,Desi Arnaz,M. Emmet Walsh,Jackie Coogan,,,,Caleb Deschanel,57725
,,,,,,,,,,Mike Leigh,187569
,,,,,,,,,,Peter Navarro,127929
Koen De Bouw,Johan Leysen,Veerle Baetens,Jappe Claes,Joke Devynck,Jo De Meyere,Chris Lomme,Hendrik Aerts,Viviane de Muynck,Wouter Hendrickx,Jan Verheyen,225975
Vera Fogwill,Fabián Vena,Ángela Molina,Jean Rochefort,Ulises Dumont,,,,,,Alejandro Agresti,56949
,,,,,,,,,,Jean Becker,4519
Johnny Knoxville,Jackson Nicoll,Georgina Cates,Spike Jonze,Catherine Keener,Kamber Hejlik,Jack Polick,Grasie Mercedes,Zia Harris,,Jeff Tremaine,208134
Saif Ali Khan,Akshaye Khanna,Bipasha Basu,Katrina Kaif,Anil Kapoor,Sameera Reddy,Dalip Tahil,Johnny Lever,Gloria Allred,,Mastan Alibhai Burmawalla,19658
,,,,,,,,,,Charles Matthau,168027
,,,,,,,,,,Alan Taylor,76338
,,,,,,,,,,Michael Pressman,44005
David Hemmings,Gayle Hunnicutt,Wilfrid Hyde-White,Adolfo Celi,Zakes Mokae,,,,,,Richard C. Sarafian,75905
Jim Al-Khalili,,,,,,,,,,Alex Freeman,460870
Cole Hauser,Laurence Fishburne,James Cromwell,Emmanuelle Chriqui,Kevin Pollak,,,,,,Nolan Lebovitz,13390
Deidra Edwards,Staci Lawrence,Ryan C. Benson,,,,,,,,,83059
,,,,,,,,,,Masaaki Tezuka,39469
,,,,,,,,,,Jean-Marc Vallée,152532
,,,,,,,,,,Michael Hoffman,97434
Lee Byung-hun,Ryu Seung-ryong,Han Hyo-joo,Kim In-kwon,Jang Gwang,Shim Eun-kyung,Park Ji-ah ,Shin Jung-geun,Jeon Bae-soo,Lee El,Choo Chang-min,133200
Marc Maron,Sam Lipsyte,Tom Scharpling,Amanda McCauley,,,,,,,Lance Bangs,226632
,,,,,,,,,,Jessica Hundley,48011
,,,,,,,,,,Sebastian Grobler,58166
Johnny Trí Nguyễn,Veronica Ngo,Hieu Hien,Hoang Phuc Nguyen,Lam Minh Thang,,,,,,Lê Thanh Sơn,55208
,,,,,,,,,,Mike Gunther,44745
,,,,,,,,,,Rob Hedden,73500
,,,,,,,,,,Carter Mays,250503
,,,,,,,,,,Clio Barnard,194101
,,,,,,,,,,Pascale Pouzadoux,15709
,,,,,,,,,,Julien Temple,128129
Fabrice Luchini,Judith Henry,Maurice Garrel,Marie Bunel,,,,,,,Christian Vincent,66538
Zamand Taha,Sarwar Fazil,,,,,,,,,Karzan Kader,224746
Jiang Wu,Wang Baoqiang,Zhao Tao,Luo Lanshan,Zhang Jia-Yi,Vivien Li Meng,Lu Liu,,,,Jia Zhangke,187022
Fred Jaggi,Randolf Menzel,John Miller,Liane Singer,Heidrun Singer,,,,,,Markus Imhoof,124075
,,,,,,,,,,William A. Graham,193212
Yvan Attal,Yossi Banai,Nancy Allen,Richard Masur,,,,,,,Eric Rochant,16242
Ahmed Ahmed,Shelley Berman,Sandra Bernhard,Richard Lewis,Roseanne Barr,Christopher Titus,Kitty Bruce,Mark Lonow,Phyllis Diller,Ronnie Schell,Elan Gale,91325
John Barrymore,Mary Astor,Willard Louis,Carmel Myers,Irene Rich,Alec B. Francis,Richard Tucker,George Beranger,William Humphrey,,Harry Beaumont,144613
,,,,,,,,,,George Marshall,156566
Park Joong-hoon,Cho Jin-woong,Chun Jung-myung,Yoo In-young,Chang-min Choi,Soon-Tek Oh,,,,,Min-Ho Cho,265727
Saoirse Ronan,George MacKay,Tom Holland,Harley Bird,Anna Chancellor,Corey Johnson,Sophie Ellis,Sabrina Dickens,Natasha Jones,,Kevin Macdonald,162215
,,,,,,,,,,Robert Pulcini,72890
,,,,,,,,,,Eric Heisserer,172803
Richard Davidson,Travis Leanna,,,,,,,,,Phie Ambo,189747
Jo Min-soo,Lee Jung-Jin,Woo Ki-Hong,Kang Eunjin,Heo Joon-seok,Kwon Yul,Jin Yong-Ok,Yoo Ha-Bok,Kim Jae-rok,,Kim Ki-duk,123377
Mariska Hargitay,,,,,,,,,,Thaddaeus Scheel,170632
Michael Eklund,Karoline Herfurth,Tómas Lemarquis,Rik Mayall,Ulrich Meinecke,Caroline Gerdolle,Yusuke Yamazaki,Iván González,Usha Rani,Vincent De Ville,Eron Sheean,121565
Richard Dawkins,Ted Haggard,Yousef al-Khattab,Richard Harries,,,,,,,Russell Barnes,14297
,,,,,,,,,,Dallas Jenkins,42950
Aziz Ansari,,,,,,,,,,Dylan Southern,230158
Aziz Ansari,,,,,,,,,,Jason Woliner,96924
Rachel Berney,Mike Curtis,Holly Dalton,Darleen Hollis,Brent N. Hunter,Lee Ping Kwan,Tina McRee,Christopher Murdock,Sadie,Mark Sargent,Michael Ferris Gibson,56579
Natalia Oreiro,César Troncoso,Teo Gutiérrez Moreno,Violeta Palukas,Ernesto Alterio,,,,,,Benjamín Ávila,127880
Carole Bouquet,Julie Depardieu,Serge Gisquière,Eric De Staerke,Philippe Magnan,,,,,,Serge Gisquière,52045
Hans Richter,Peter Kubelka,Ken Jacobs,,,,,,,,Pip Chodorov,85822
June Allyson,Dick Powell,David Wayne,Ray Collins,Cecil Kellaway,Robert Keith,Marvin Kaplan,Kathleen Freeman,,,Norman Panama,61936
,,,,,,,,,,Mike Newell,121674
,,,,,,,,,,Jason Wise,184149
Jasen Wade,Summer Bellessa,Chris Hill,,,,,,,,Kerry Bellessa,135670
,,,,,,,,,,Jimmy Hayward,175574
Yumiko Shaku,Shin Takuma,Kana Onodera,Kô Takasugi,Tsutomu Kitagawa,Kumi Mizuno,,,,,Masaaki Tezuka,12636
,,,,,,,,,,Ishirô Honda,49186
Douglas Ivan,Steven Nelson,Jonathan Anzaldo,Alan Godshaw,Cynthia Cheston,Robert Hunt,,,,,Emmett Alston,295045
James Russo,Tracy Middendorf,Zulay Henao,Bill Sage,Roberta Wallach,Nicole Patrick,Kether Donohue,,,,Michael Morrissey,80188
,,,,,,,,,,John Gray,128266
,,,,,,,,,,David Leaf,59100
Mario Lanza,Doretta Morrow,James Whitmore,Dean Miller,Rita Corday,,,,,,Alexander Hall,184802
,,,,,,,,,,Márcio Garcia,64458
Viggo Mortensen,Donal Logue,Jeremy Sisto,Pamela Gidley,Laura del Sol,John Philbin,Sam Sorbo,Grace Zabriskie,Ray Wise,Annabelle Weenick,Carl Colpaert,250610
Jerry Trimble,Jonathan Ke Quan,Eddie Saavedra,Ed Neil,Bolo Yeung,,,,,,Brandon Pender,69056
Dean Cain,Laurie Holden,Jennifer Tilly,Tim Curry,Jon Lovitz,Munro Chambers,,,,,David Devine,44900
Christopher Lee,Gaia Germani,Philippe Leroy,Mirko Valentin,Donald Sutherland,Antonio De Martino,Luigi Bonos,Jacques Stany,Luciano Pigozzi,,Luciano Ricci,28592
Boris Andreyev,Andrei Abrikosov,Ninel Myshkova,Sergei Martinson,Mikhail Pugovkin,Sergei Stolyarov,Vladimir Solovyov,,,,Aleksandr Ptushko,118153
Urho Somersalmi,Eve Kivi,Anna Orochko,Ivan Voronov,Andris Oshin,,,,,,Aleksandr Ptushko,155399
Sol Kyung-gu,Heo Jun-ho,Ahn Sung-Ki,Jung Jae-young,Im Won-hee,Kang Shin-il,Ji-Hwan Jo,Kang Seong-jin,,,Kang Woo-Suk,19644
,,,,,,,,,,Phil Benson,43208
,,,,,,,,,,Tom Roberts,24786
,,,,,,,,,,Michael Oblowitz,51215
Lance Henriksen,Aimee Teegarden,Helen Slater,Patricia Richardson,,,,,,,David Mueller,99534
Krista Kosonen,Tommi Korpela,Sampo Sarkola,,,,,,,,Matti Ijäs,203062
,,,,,,,,,,Jon Turteltaub,137093
Gregg Allman,Bono,Clarence Carter,Jimmy Cliff,Aretha Franklin,Jesse Boyce,Donna Godchaux,,,,Greg 'Freddy' Camalier,159151
,,,,,,,,,,Zhao Wei,191421
,,,,,,,,,,Veit Harlan,243860
,,,,,,,,,,Aaron Seltzer,225703
,,,,,,,,,,Arthur Hiller,49914
Cynthia Rothrock,Seamus Dever,Jonathan Dwayne,Jeff Wincott,,,,,,,Jorge Montesi,124581
,,,,,,,,,,Ray Nazarro ,110674
Jack Beers,,,,,,,,,,,173433
Nicole Beharie,Christopher J. Domig,,,,,,,,,Russell Leigh Sharman,198365
Ron Leibman,David Selby,Sheila Frazier,Pat Hingle,Barton Heyman,,,,,,Gordon Parks,84324
Scarlett Alice Johnson,Jack Gordon,Michael Jibson,Elen Rhys,Joshua Richards,Vern Raye,Millie Midwinter-Lean,,,,Chris Crow,78294
,,,,,,,,,,Juan Carlos Medina,123362
,,,,,,,,,,Franc Roddam,67530
,,,,,,,,,,Michael Winner,36820
Corbin Bernsen,Jameson Baltes,Brittney Bowman,Leigh Greyvenstein,Malcolm McDowell,Anne Curteis,Ron Smerczak,Amanda Lane,Helene Lombard,Glynis Barber,Paul Matthews,53318
,,,,,,,,,,Michael McDonald,222858
Doug Ciskowski,Caleb Kreischer,Kathy Wittes,Mojo Nixon,,,,,,,Jim Larsen,122408
,,,,,,,,,,Tim Disbrow,93498
Stephen Tobolowsky,Ann Hearn,Mena Suvari,Amy Adams,,,,,,,Robert Brinkmann,121555
,,,,,,,,,,Claude Goretta,4146
Albert Dupontel,Jean Dujardin,François Berléand,Claude Perron,Julien Boisselier,Philippe Laudenbach,Aure Atika,,,,Nicolas Boukhrief,21776
Brian Blessed,James Faulkner,Rolf Kanies,Manu Fullola,Dominic Boeer,Nora Tschirner,,,,,Christoph Schrewe,19039
William Friedkin,Mart Crowley,Larry Kramer,Edward Albee,Dominick Dunne,Michael Cunningham,Candis Cayne,Andy Cohen,Cheyenne Jackson,,Crayton Robey,85312
Alec Baldwin,Bérénice Bejo,Bernardo Bertolucci,James Caan,Jessica Chastain,Francis Ford Coppola,Ryan Gosling,Diane Kruger,Roman Polanski,Martin Scorsese,James Toback,193645
,,,,,,,,,,Marco Berger,87380
Arye Bender,Jeff Hull,Gordon McLaughlin,Daniel Shoup,,,,,,,Spencer McCall,159988
Whit Hertford,Mary Kate Wiles,Nora Kirkpatrick,Matt Bush,Lauren Lapkus,Nick Thune,Matt Jones,,,,Ryan Darst,192393
Billy Mitchell,Walter Day,Steve Sanders,Todd Rogers,Ben Gold,Darren Olsen,Ronald Bailey,Sam Blackburn,Leo Daniels,Kent Farries,Lincoln Ruchti,15725
,,,,,,,,,,Daniel Boyd,97971
George MacKay,Michael Smiley,Nichola Burley,Kate Dickie,Jordan Young,Conor McCarron,,,,,Paul Wright,187927
,,,,,,,,,,Stephen Frears,205220
,,,,,,,,,,Brian Percival,203833
,,,,,,,,,,Malcolm D. Lee,146304
Frank Vincent,Kathrine Narducci,Mike Starr,Stacy Keach,Armand Assante,Danny Goldring,,,,,Brian Caunter,43213
Agata Trzebuchowska,Agata Kulesza,Dawid Ogrodnik,Joanna Kulig,Adam Szyszkowski,Jerzy Trela,Artur Janusiak,Dorota Kuduk,Halina Skoczyńska,Natalia Lagiewczyk,Paweł Pawlikowski,209274
Lotta Tejle,Johan Östling,Björn Starrin,Kjell Bergqvist,Mia Skäringer,Tuva Novotny,,,,,Ulf Malmros,163590
Bambang Hermanto,Nurnaningsih,Titi Savitri,Raden Ismail,Malin Maradjo,Wahid Chan,,,,,D. Djajakusuma,261508
,,,,,,,,,,P. Ramlee,70224
,,,,,,,,,,Bimal Roy,232018
Orto Ignatiussen,Lajla Lange,Maligiaq Fredeik,Lange Siegstad,Sandra Bullock,,,,,,Jonás Cuarón,238407
Betty Compson,Clive Brook,Henry Victor,A.B. Imeson,Olaf Hytten,,,,,,Graham Cutts,143534
Mayumi Tanaka,Kazuya Nakai,Hiroaki Hirata,Cho,Akemi Okamura,Naoto Takenaka,Kappei Yamaguchi,Kazuki Yao,Ikue Ōtani,Yuriko Yamaguchi,Munehisa Sakai,41498
,,,,,,,,,,Tatsuya Nagamine,176983
Ben Oxenbould,Daisy Betts,Sam Lyndon,Simon Lyndon,Leeanna Walsman,Harry Cook,Peter Phelps,,,,Adam Blaiklock,92119
,,,,,,,,,,Allen Reisner,80521
,,,,,,,,,,Robert Clouse,13293
,,,,,,,,,,Francis Lawrence,101299
,,,,,,,,,,Peter Jackson,57158
,,,,,,,,,,Carl Rinsch,64686
,,,,,,,,,,Wim Wenders,42461
Jean-Claude Brisseau,Virginie Legeay,Claude Morel,Lise Bellynck,Sébastien Bailly,Anne Berry,Emmanuel Noblet,,,,Jean-Claude Brisseau,153820
,,,,,,,,,,Aleksandr Ptushko,46997
Famke Janssen,Nick Stahl,Marc-André Grondin,Emilie de Ravin,Ellen Barkin,Tory Kittles,Brian Geraghty,,,,Jean-Paul Salomé,58258
Richard Dawkins,Derren Brown,Deepak Chopra,Chris French,,,,,,,Russell Barnes,24506
